ID,NAME,ICAO,Callsign,Country,Active
3411,Martinair,MPH,MARTINAIR,Netherlands,Y
3432,Maxair,MXL,MAXAIR,Sweden,Y
3437,Maya Island Air,MYD,MYLAND,Belize,Y
3463,Meridiana,ISS,MERAIR,Italy,Y
3465,Merpati Nusantara Airlines,MNA,MERPATI,Indonesia,Y
3466,Mesa Airlines,ASH,AIR SHUTTLE,United States,Y
3467,Mesaba Airlines,MES,MESABA,United States,Y
3479,Mexicana de Aviaci,MXA,MEXICANA,Mexico,Y
3490,Middle East Airlines,MEA,CEDAR JET,Lebanon,Y
3494,Midway Airlines,MDW,MIDWAY,United States,Y
3497,Midwest Airlines,MEP,,United States,Y
3498,Midwest Airlines (Egypt),MWA,,Egypt,Y
3529,Moldavian Airlines,MDV,MOLDAVIAN,Moldova,Y
3532,Monarch Airlines,MON,MONARCH,United Kingdom,Y
3539,Montenegro Airlines,MGX,MONTAIR,Montenegro,Y
3542,Morningstar Air Express,MAL,MORNINGSTAR,Canada,Y
3545,Moskovia Airlines,GAI,GROMOV AIRLINE,Russia,Y
3547,Motor Sich,MSI,MOTOR SICH,Ukraine,Y
3568,MyTravel Airways,MYT,KESTREL,United Kingdom,Y
3569,Myanma Airways,UBA,UNIONAIR,Myanmar,Y
3570,Myanmar Airways International,MMM,assignment postponed,Myanmar,Y
3571,Myflug,MYA,MYFLUG,Iceland,Y
3589,Nasair,NAS,NASAIRWAYS,Eritrea,Y
3608,National Jet Systems,NJS,NATIONAL JET,Australia,Y
3613,Nationwide Airlines,NTW,NATIONWIDE,South Africa,Y
3618,Nauru Air Corporation,RON,AIR NAURU,Nauru,Y
3637,Nepal Airlines,RNA,ROYAL NEPAL,Nepal,Y
3641,NetJets,EJA,EXECJET,United States,Y
3644,New England Airlines,NEA,NEW ENGLAND,United States,Y
3652,NextJet,NTJ,NEXTJET,Sweden,Y
3661,Niki,NLY,FLYNIKI,Austria,Y
3674,Nok Air,NOK,NOK AIR,Thailand,Y
3684,Norfolk County Flight College,NCF,COUNTY,United Kingdom,Y
3693,North American Airlines,NTM,NORTHAM,Canada,Y
3694,North American Charters,HMR,HAMMER,Canada,Y
3731,Northwest Airlines,NWA,NORTHWEST,United States,Y
3734,Northwestern Air,PLR,POLARIS,Canada,Y
3737,Norwegian Air Shuttle,NAX,NOR SHUTTLE,Norway,Y
3738,Norwegian Aviation College,TFN,SPRIT,Norway,Y
3740,Nouvel Air Tunisie,LBT,NOUVELAIR,Tunisia,Y
3743,Novair,NVR,NAVIGATOR,Sweden,Y
3754,Nas Air,KNE,NAS EXPRESS,Saudi Arabia,Y
3759,Oasis Hong Kong Airlines,OHK,OASIS,Hong Kong,Y
3760,Ocean Air,BCN,BLUE OCEAN,Mauritania,Y
3764,Oceanair,ONE,OCEANAIR,Brazil,Y
3776,Olympic Airlines,OAL,OLYMPIC,Greece,Y
3778,Oman Air,OMA,OMAN AIR,Oman,Y
3781,Omni Air International,OAE,OMNI-EXPRESS,United States,Y
3785,One Two Go Airlines,OTG,THAI EXPRESS,Thailand,Y
3788,Onur Air,OHY,ONUR AIR,Turkey,Y
3805,Orenburg Airlines,ORB,ORENBURG,Russia,Y
3811,Orient Thai Airlines,OEA,ORIENT THAI,Thailand,Y
3814,Origin Pacific Airways,OGN,ORIGIN,New Zealand,Y
3822,Ostfriesische Lufttransport,OLT,OLTRA,Germany,Y
3826,Overland Airways,OLA,OVERLAND,Nigeria,Y
3831,Ozjet Airlines,OZJ,AUSJET,Australia,Y
3834,PAN Air,PNR,SKYJET,Spain,Y
3835,PB Air,PBA,PEEBEE AIR,Thailand,Y
3839,PLUNA,PUA,PLUNA,Uruguay,Y
3840,PMTair,PMT,MULTITRADE,Cambodia,Y
3850,Jetstar Pacific,PIC,PACIFIC AIRLINES,Vietnam,Y
3856,Pacific Coastal Airline,PCO,PASCO,Canada,Y
3857,Pacific East Asia Cargo Airlines,PEC,PAC-EAST CARGO,Philippines,Y
3860,Pacific Island Aviation,PSA,PACIFIC ISLE,United States,Y
3865,Pacific Wings,NMI,TSUNAMI,United States,Y
3871,Pakistan International Airlines,PIA,PAKISTAN,Pakistan,Y
3907,Paramount Airways,PMW,PARAWAY,India,Y
3914,Passaredo Transportes Aereos,PTB,PASSAREDO,Brazil,Y
3926,Pegasus Airlines,PGT,SUNTURK,Turkey,Y
3935,Peninsula Airways,PEN,PENINSULA,United States,Y
3952,Philippine Airlines,PAL,PHILIPPINE,Philippines,Y
3969,Piedmont Airlines (1948-1989),PDT,PIEDMONT,United States,Y
3976,Pinnacle Airlines,FLG,FLAGSHIP,United States,Y
3995,Polet,POT,POLET,Russia,Y
4013,Polynesian Airlines,PAO,POLYNESIAN,Samoa,Y
4021,Porter Airlines,POE,PORTER AIR,Canada,Y
4022,Portugalia,PGA,PORTUGALIA,Portugal,Y
4026,Potomac Air,PDC,DISTRICT,United States,Y
4031,Precision Air,PRF,PRECISION AIR,Tanzania,Y
4056,Privatair,PTI,PRIVATAIR,Switzerland,Y
4089,Qantas,QFA,QANTAS,Australia,Y
4091,Qatar Airways,QTR,QATARI,Qatar,Y
4113,Kinloss Flying Training Unit,KIN,KINLOSS,United Kingdom,Y
4178,Regional Express,RXA,REX,Australia,Y
4187,Republic Airlines,RPA,BRICKYARD,United States,Y
4188,Republic Express Airlines,RPH,PUBLIC EXPRESS,Indonesia,Y
4234,Air Rarotonga,RAR,,Cook Islands,Y
4248,Royal Air Maroc,RAM,ROYALAIR MAROC,Morocco,Y
4255,Royal Brunei Airlines,RBA,BRUNEI,Brunei,Y
4259,Royal Jordanian,RJA,JORDANIAN,Jordan,Y
4264,Royal Nepal Airlines,RNA,ROYAL NEPAL,Nepal,Y
4270,Royal Phnom Penh Airways,PPW,PHNOM-PENH AIR,Cambodia,Y
4283,Rusline,RLU,RUSLINE AIR,Russia,Y
4292,Rwandair Express,RWD,RWANDAIR,Rwanda,Y
4294,Ryan Air Services,RYA,RYAN AIR,United States,Y
4295,Ryan International Airlines,RYN,RYAN INTERNATIONAL,United States,Y
4296,Ryanair,RYR,RYANAIR,Ireland,Y
4299,Régional,RAE,REGIONAL EUROPE,France,Y
4304,SATA International,RZO,AIR AZORES,Portugal,Y
4305,South African Airways,SAA,SPRINGBOK,South Africa,Y
4311,Shaheen Air International,SAI,SHAHEEN AIR,Pakistan,Y
4319,Scandinavian Airlines System,SAS,SCANDINAVIAN,Sweden,Y
4323,ScotAirways,SAY,SUCKLING,United Kingdom,Y
4329,S7 Airlines,SBI,SIBERIAN AIRLINES,Russia,Y
4335,Seaborne Airlines,SBS,SEABORNE,United States,Y
4342,Scenic Airlines,SCE,SCENIC,United States,Y
4349,SriLankan Airlines,ALK,SRILANKAN,Sri Lanka,Y
4356,Sun Country Airlines,SCX,SUN COUNTRY,United States,Y
4370,Southeast Air,SEA,SOUTHEAST AIR,United States,Y
4374,Sky Express,SEH,AIR CRETE,Greece,Y
4375,Spicejet,SEJ,SPICEJET,India,Y
4388,Star Flyer,SFJ,STARFLYER,Japan,Y
4411,Skagway Air Service,SGY,SKAGWAY AIR,United States,Y
4414,Sahara Airlines,SHD,,Algeria,Y
4429,SATA Air Acores,SAT,SATA,Portugal,Y
4435,Singapore Airlines,SIA,SINGAPORE,Singapore,Y
4436,Sibaviatrans,SIB,SIBAVIA,Russia,Y
4438,Skynet Airlines,SIH,BLUEJET,Ireland,Y
4454,Sriwijaya Air,SJY,SRIWIJAYA,Indonesia,Y
4455,Sama Airlines,SMY,NAJIM,Saudi Arabia,Y
4464,Singapore Airlines Cargo,SQC,SINGCARGO,Singapore,Y
4469,Siem Reap Airways,SRH,SIEMREAP AIR,Cambodia,Y
4475,South East Asian Airlines,SRQ,SEAIR,Philippines,Y
4496,Skyservice Airlines,SSV,SKYTOUR,Canada,Y
4513,Servicios de Transportes A,STU,FUEGUINO,Argentina,Y
4521,Sudan Airways,SUD,SUDANAIR,Sudan,Y
4533,Saudi Arabian Airlines,SVA,SAUDIA,Saudi Arabia,Y
4547,Southwest Airlines,SWA,SOUTHWEST,United States,Y
4550,Southern Winds Airlines,SWD,SOUTHERN WINDS,Argentina,Y
4559,Swiss International Air Lines,SWR,SWISS,Switzerland,Y
4560,Swissair,SWR,Swissair,Switzerland,Y
4563,Swiss European Air Lines,SWU,EUROSWISS,Switzerland,Y
4564,Swe Fly,SWV,FLYING SWEDE,Sweden,Y
4573,SunExpress,SXS,SUNEXPRESS,Turkey,Y
4586,Syrian Arab Airlines,SYR,SYRIANAIR,Syrian Arab Republic,Y
4589,Skywalk Airlines,SYX,SKYWAY-EX,United States,Y
4599,Shandong Airlines,CDG,SHANDONG,China,Y
4606,SAS Braathens,CNO,SCANOR,Norway,Y
4607,Spring Airlines,CQH,AIR SPRING,China,Y
4608,Sichuan Airlines,CSC,SI CHUAN,China,Y
4609,Shanghai Airlines,CSH,SHANGHAI AIR,China,Y
4611,Shenzhen Airlines,CSZ,SHENZHEN AIR,China,Y
4619,Sun D'Or,ERO,ECHO ROMEO,Israel,Y
4620,SkyEurope,ESK,RELAX,Slovakia,Y
4640,Sky Europe Airlines,HSK,MATRA,Slovakia,Y
4652,Spanair,JKK,SPANAIR,Spain,Y
4687,Spirit Airlines,NKS,SPIRIT WINGS,United States,Y
4691,SATENA,NSE,SATENA,Colombia,Y
4702,Skywest Airlines,OZW,OZWEST,Australia,Y
4735,Santa Barbara Airlines,BBR,SANTA BARBARA,Venezuela,Y
4737,Sky Airline,SKU,AEROSKY,Chile,Y
4738,SkyWest,SKW,SKYWEST,United States,Y
4739,Skyways Express,SKX,SKY EXPRESS,Sweden,Y
4740,Skymark Airlines,SKY,SKYMARK,Japan,Y
4750,SilkAir,SLK,SILKAIR,Singapore,Y
4752,Surinam Airways,SLM,SURINAM,Suriname,Y
4776,Sterling Airlines,SNB,STERLING,Denmark,Y
4781,Skynet Asia Airways,SNJ,NEWSKY,Japan,Y
4797,Solomon Airlines,SOL,SOLOMON,Solomon Islands,Y
4804,Southern Airways,SOU,SOUTHERN EXPRESS,United States,Y
4805,Saratov Aviation Division,SOV,SARATOV AIR,Russia,Y
4808,Sat Airlines,SOZ,SATCO,Kazakhstan,Y
4816,South Pacific Island Airways,SPI,SOUTH PACIFIC,United States,Y
4822,Shuttle America,TCF,MERCURY,United States,Y
4840,Scat Air,VSV,VLASTA,Kazakhstan,Y
4863,TAME,TAE,TAME,Ecuador,Y
4867,TAM Brazilian Airlines,TAM,TAM,Brazil,Y
4869,TAP Portugal,TAP,AIR PORTUGAL,Portugal,Y
4870,Tunisair,TAR,TUNAIR,Tunisia,Y
4889,Thai Air Cargo,TCG,THAI CARGO,Thailand,Y
4896,Thomas Cook Airlines,TCW,THOMAS COOK,Belgium,Y
4897,Thomas Cook Airlines,TCX,KESTREL,United Kingdom,Y
4933,Trigana Air Service,TGN,TRIGANA,Indonesia,Y
4936,Tiger Airways,TGW,GO CAT,Singapore,Y
4937,Tiger Airways Australia,TGW,GO CAT,Australia,Y
4940,Thai Airways International,THA,THAI,Thailand,Y
4946,Turk Hava Kurumu Hava Taksi Isletmesi,THK,HUR KUS,Turkey,Y
4947,Thai AirAsia,AIQ,THAI ASIA,Thailand,Y
4951,Turkish Airlines,THY,TURKAIR,Turkey,Y
4957,Tajikistan International Airlines,TIL,TIL,Tajikistan,Y
4965,Twin Jet,TJT,TWINJET,France,Y
4970,Translift Airways,TLA,TRANSLIFT,Ireland,Y
4981,Trans Mediterranean Airlines,TMA,TANGO LIMA,Lebanon,Y
5002,Tiara Air,TNM,TIARA,Aruba,Y
5013,Thomsonfly,TOM,TOMSON,United Kingdom,Y
5016,Tropic Air,TOS,TROPISER,Belize,Y
5020,TAMPA,TPA,TAMPA,Colombia,Y
5038,TransAsia Airways,TNA,TransAsia,Taiwan,Y
5039,Transavia Holland,TRA,TRANSAVIA,Netherlands,Y
5041,TACV,TCV,CABOVERDE,Portugal,Y
5064,Transwest Air,ABS,ATHABASKA,Canada,Y
5067,Transaero Airlines,TSO,TRANSOVIET,Russia,Y
5083,Turkmenistan Airlines,TUA,TURKMENISTAN,Turkmenistan,Y
5085,Tuninter,TUI,,Tunisia,Y
5097,Travel Service,TVS,SKYTRAVEL,Czech Republic,Y
5122,TUIfly Nordic,BLX,BLUESCAN,Sweden,Y
5133,TAAG Angola Airlines,DTA,DTA,Angola,Y
5146,Turkish Air Force,HVK,TURKISH AIRFORCE,Turkey,Y
5156,TAM Mercosur,LAP,PARAGUAYA,Paraguay,Y
5160,Trans States Airlines,LOF,WATERSKI,United States,Y
5179,Tarom,ROT,TAROM,Romania,Y
5187,Turan Air,URN,TURAN,Azerbaijan,Y
5188,TRIP Linhas A,TIB,TRIP,Brazil,Y
5207,USA3000 Airlines,GWY,GETAWAY,United States,Y
5209,United Airlines,UAL,UNITED,United States,Y
5210,United Air Charters,UAC,UNITAIR,Zimbabwe,Y
5234,Ural Airlines,SVR,SVERDLOVSK AIR,Russia,Y
5251,UM Airlines,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5265,US Airways,USA,U S AIR,United States,Y
5268,US Helicopter,USH,US-HELI,United States,Y
5271,UTair Aviation,UTA,UTAIR,Russia,Y
5279,United States Air Force,AIO,AIR CHIEF,United States,Y
5281,Uzbekistan Airways,UZB,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5297,Valuair,VLU,VALUAIR,Singapore,Y
5301,Vasco Air,VFC,VASCO AIR,Vietnam,Y
5309,Vietnam Airlines,HVN,VIET NAM AIRLINES,Vietnam,Y
5311,VIM Airlines,MOV,MOV AIR,Russia,Y
5325,Volaris,VOI,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,VDA,VOLGA-DNEPR,Russia,Y
5331,Virgin America,VRD,REDWOOD,United States,Y
5333,Virgin Express,VEX,VIRGIN EXPRESS,Belgium,Y
5335,Virgin Nigeria Airways,VGN,VIRGIN NIGERIA,Nigeria,Y
5347,Virgin Atlantic Airways,VIR,VIRGIN,United Kingdom,Y
5350,Viva Macau,VVM,JACKPOT,Macao,Y
5351,Volare Airlines,VLE,VOLA,Italy,Y
5352,Vueling Airlines,VLG,VUELING,Spain,Y
5353,Vladivostok Air,VLK,VLADAIR,Russia,Y
5354,Varig Log,VLO,VELOG,Brazil,Y
5360,Virgin Australia,VOZ,VIRGIN,Australia,Y
5368,VRG Linhas Aereas,VRN,VARIG,Brazil,Y
5373,VASP,VSP,VASP,Brazil,Y
5383,VLM Airlines,VLM,RUBENS,Belgium,Y
5399,WebJet Linhas A,WEB,WEB-BRASIL,Brazil,Y
5401,Welcome Air,WLC,WELCOMEAIR,Austria,Y
5416,WestJet,WJA,WESTJET,Canada,Y
5424,Western Airlines,WAL,WESTERN,United States,Y
5439,Widerøe,WIF,WIDEROE,Norway,Y
5447,Wind Jet,JET,GHIBLI,Italy,Y
5451,Wings Air,WON,WINGS ABADI,Indonesia,Y
5461,Wizz Air,WZZ,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,WVL,WIZZBUL,Bulgaria,Y
5465,World Airways,WOA,WORLD,United States,Y
5479,XL Airways France,SEU,STARWAY,France,Y
5484,Xiamen Airlines,CXA,XIAMEN AIR,China,Y
5492,Yamal Airlines,LLM,YAMAL,Russia,Y
5496,Yemenia,IYE,YEMENI,Yemen,Y
5501,Yuzhmashavia,UMK,YUZMASH,Ukraine,Y
5510,Zanair,TAN,ZANAIR,Tanzania,Y
5523,Zoom Airlines,OOM,ZOOM,Canada,Y
5533,Tyrolean Airways,TYR,TYROLEAN,\N,Y
5584,Sky Express,SXR,SKYSTORM,Russia,Y
5651,Royal Air Cambodge,RAC,,Cambodia,Y
5982,Air Busan,ABL,Air Busan,Republic of Korea,Y
6196,Globus,GLP,,Russia,Y
6222,Air Kazakhstan,KZK,Kazakh,Kazakhstan,Y
6557,Japan Air System,JAS,Air System,Japan,Y
8463,United Airways,UBD,UNITED BANGLADESH,Bangladesh,Y
8576,Fly540,FFV,SWIFT TANGO,Kenya,Y
8745,Transavia France,TVF,FRENCH SUN,France,Y
8809,Island Air (WP),MKU,,United States,Y
9082,Uni Air,UIA,Glory,Taiwan,Y
9239,Red Wings,RWZ,AIR RED,Russia,Y
9343,Felix Airways,FXX,,Yemen,Y
9344,Kostromskie avialinii,KOQ,,Russia,Y
9373,Greenfly,GFY,,Spain,Y
9577,ELK Airways,ELK,,Estonia,Y
9620,Gabon Airlines,GBK,GABON AIRLINES,Gabon,Y
9626,MCA Airlines,MCA,CALSON,Sweden,Y
9656,Maldivo Airlines,MAV,Maldivo,Maldives,Y
9666,Virgin Pacific,VNP,,Fiji,Y
9809,Eastar Jet,ESR,Eastar,South Korea,Y
9810,Jin Air,JNA,Jin Air,South Korea,Y
9811,Wataniya Airways,KW1,,Kuwait,Y
9825,Baltic Air lines,BA1,Baltic,Latvia,Y
9828,Ciel Canadien,YCC,Ciel,Canada,Y
9829,Canadian National Airways,YCP,CaNational,Canada,Y
9833,Epic Holiday,4AA,Epic,United States,Y
9838,Indochina Airlines,AXC,Airspup,Vietnam,Y
9859,German Air Force - FLB,FLB,FLB,Germany,Y
10114,Line Blue,LBL,Bluebird,Germany,Y
10117,FlyLAL Charters,LLC,,Lithuania,Y
10123,Texas Wings,TXW,TXW,United States,Y
10128,Dennis Sky,DSY,DSY,Israel,Y
10226,Atifly,A1F,atifly,United States,Y
10371,Aerolineas heredas santa maria,SZB,,Dominican Republic,Y
10642,Jc royal.britannica,JRB,,United Kingdom,Y
10673,CanXpress,CA1,CAX,Canada,Y
10675,Sharp Airlines,SHA,SHARP,Australia,Y
10683,CanXplorer,CAP,,Canada,Y
10735,World Experience Airline,WE1,WEA,Canada,Y
10740,Tianjin Airlines,GCR,,China,Y
10748,Locair,LOC,LOCAIR,United States,Y
10765,SeaPort Airlines,SQH,SASQUATCH,United States,Y
10800,Star1 Airlines,HCW,,Lithuania,Y
10945,Enerjet,ENJ,ENERJET AIR,Canada,Y
10955,MexicanaLink,MXI,LINK,Mexico,Y
10960,Island Spirit,ISX,,Iceland,Y
11700,Orbest,OBS,ORBEST,Portugal,Y
11719,Southern Air Charter,SOA,,Bahamas,Y
11724,SVG Air,SVG,Grenadines,Saint Vincent and the Grenadines,Y
11726,Air Century,CEY,,Dominican Republic,Y
11751,Sol Lineas Aereas,OLS,FLIGHT SOL,Argentina,Y
11755,Regional Paraguaya,REP,REGIOPAR,Paraguay,Y
11762,Transportes Aereos Cielos Andinos,NDN,ANDINOS,Peru,Y
11765,EasyFly,EFY,EASYFLY,Colombia,Y
11795,Andalus Lineas Aereas,ANU,Andalus,Spain,Y
11798,Air 26,DCD,DUCARD,Angola,Y
11800,Mauritania Airways,MTW,MAURITANIA AIRWAYS,Mauritania,Y
11802,CEIBA Intercontinental,CEL,CEIBA LINE,Equatorial Guinea,Y
11811,AlMasria Universal Airlines,LMU,ALMASRIA,Egypt,Y
11813,EgyptAir Express,MSE,EGYPTAIR EXPRESS,Egypt,Y
11815,Air Italy Egypt,EUD,,Egypt,Y
11816,KoralBlue Airlines,KBR,KORAL BLUE,Egypt,Y
11820,Wind Rose Aviation,WRC,WIND ROSE,Ukraine,Y
11823,Elysian Airlines,GIE,,Cameroon,Y
11833,Sevenair,SEN,SEVENAIR,Tunisia,Y
11834,Hellenic Imperial Airways,IMP,IMPERIAL,Greece,Y
11836,Amsterdam Airlines,AAN,AMSTEL,Netherlands,Y
11838,Arik Niger,NAK,,Niger,Y
11840,STP Airways,STP,SAOTOME AIRWAYS,Sao Tome and Principe,Y
11850,Skyjet Airlines,SJU,SKYJET,Uganda,Y
11856,Transavia Denmark,TDK,,Denmark,Y
11857,Royal Falcon,RFJ,,Jordan,Y
11873,Euroline,MJX,GEO-LINE,Georgia,Y
11943,Turkuaz Airlines,TRK,TURKU,Turkey,Y
11948,Viking Hellas,VKH,DELPHI,Greece,Y
11949,Norlandair,FNA,NORLAND,Iceland,Y
11950,Flugfelag Vestmannaeyja,FVM,ELEGANT,Iceland,Y
12962,Gadair European Airlines,GDR,GADAIR,Spain,Y
12965,Spirit of Manila Airlines,MNP,MANILA SKY,Philippines,Y
12975,Chongqing Airlines,CQN,CHONG QING,China,Y
12976,Grand China Air,GDC,GRAND CHINA,China,Y
12978,West Air China,CHB,WEST CHINA,China,Y
12997,QatXpress,QAX,,Qatar,Y
13076,OneChina,1CH,,China,Y
13089,Joy Air,JOY,JOY AIR,China,Y
13107,Jagson Airlines,JGN,JAGSON,India,Y
13181,Fars Air Qeshm,QFZ,FARS AIR,Iran,Y
13187,Eastok Avia,EAA,,Kyrgyzstan,Y
13188,Jupiter Airlines,JPU,JUPITERAIR,United Arab Emirates,Y
13189,Vision Air International,VIS,,Pakistan,Y
13202,Korea Express Air,KEA,,South Korea,Y
13209,Eznis Airways,EZA,EZNIS,Mongolia,Y
13211,Pacific Flier,PFL,KOROR,Palau,Y
13217,Syrian Pearl Airlines,PSB,,Syria,Y
13303,Parmiss Airlines (IPV),IPV,IPV,Iran,Y
13304,EuropeSky,EUV,EuropeSky,Germany,Y
13306,BRAZIL AIR,BZE,BRAZIL AIR,Brazil,Y
13335,Homer Air,OME,,Germany,Y
13633,PanAm World Airways,PQW,,United States,Y
13690,Virginwings,VWA,,Germany,Y
13704,KSY,KSY,KSY,Greece,Y
13732,Buquebus Líneas Aéreas,BQB,,Uruguay,Y
13734,SOCHI AIR,KOL,SLOW FROG,Russia,Y
13757,Wizz Air Ukraine,WAU,WIZZAIR UKRAINE,Ukraine,Y
13781,88,VVN,,Cyprus,Y
13815,LCM AIRLINES,LMM,,Russia,Y
13947,Tom\\'s & co airliners,T&O,T&,France,Y
13983,Azul,AZU,,Brazil,Y
14061,LSM Airlines,LOO,slowbird,Russia,Y
14069,Zapolyarie Airlines,PZY,,Russia,Y
14073,Finlandian,FN1,,Finland,Y
14094,LionXpress,LIX,LIX,Cameroon,Y
14485,Fly Dubai,FDB,,United Arab Emirates,Y
14620,Domenican Airlines,MDO,Domenican,Dominican Republic,Y
14679,ConneX European Airline,2CO,ConneX,Austria,Y
14849,Aereonautica militare,AXZ,,Italy,Y
14858,Kal Star Aviation,KLS,,Indonesia,Y
14881,LSM AIRLINES ,YZZ,Moscow frog ,Russia,Y
15867,Zabaykalskii Airlines,ZZZ,Lakeair,Russia,Y
15887,CBM America,XBM,AIRMAX,United States,Y
15893,Marysya Airlines,1QA,MARSHAK AIR,Russia,Y
15939,Westfalia Express VA,WFX,,Germany,Y
15975,Black Stallion Airways,BSA,Stallion,United States,Y
15984,German International Air Lines,GER,,Germany,Y
15985,TrasBrasil,TBZ,,Brazil,Y
15989,TransBrasil Airlines,THS,,Brazil,Y
16084,AIR INDOCHINE,IIA,,Vietnam,Y
16100,Happy Air,HPY,,Thailand,Y
16101,Solar Air,SRB,Solar Air,Thailand,Y
16103,Air Mekong,MKG,Air Mekong,Vietnam,Y
16116,Air Hamburg (AHO),AHO,Air Hamburg,Germany,Y
16120,ZABAIKAL AIRLINES,ZTT,BAIKAL ,Russia,Y
16127,TransHolding,THI,,Brazil,Y
16130,SUR Lineas Aereas,SZZ,,Argentina,Y
16131,Aerolineas Africanas,AA1,,Guinea,Y
16139,Serbian Airlines,SA1,,Serbia,Y
16150,TransHolding System,TYS,,Brazil,Y
16151,CCML Airlines,CCC,,Colombia,Y
16198,Small Planet Airlines,ELC,,Lithuania,Y
16234,Fly Brasil,FBL,FBL,Brazil,Y
16261,CB Airways UK ( Interliging Flights ),CIF,,United Kingdom,Y
16262,Fly Colombia ( Interliging Flights ),3FF,,Colombia,Y
16264,Trans Pas Air,TP6,,United States,Y
16323,Himalayan Airlines,HYM,Himalayan,Nepal,Y
16327,Indya Airline Group,IG1,Indya1,India,Y
16358,Turkish Wings Domestic,TWD,TWD,Turkey,Y
16359,Japan Regio,ZXY,,Japan,Y
16362,OCEAN AIR CARGO,IXO,,India,Y
16409,Nihon.jet connect,NX1,,Kyrgyzstan,Y
16459,Sky Regional,SKV,Sky Regional,Canada,Y
16507,LSM International ,UWW,moose,Russia,Y
16508,Baikotovitchestrian Airlines ,BUU,,American Samoa,Y
16511,Luchsh Airlines ,LJJ,russian sky,Russia,Y
16556,ENTERair,QQQ,,Poland,Y
16615,Mongolian International Air Lines ,ZTF,Mongol_AIr ,Mongolia,Y
16624,Tway Airlines,TWB,TWAY AIR,South Korea,Y
16628,Jusur airways,JSR,,Egypt,Y
16645,NEXT Brasil,NXB,XB,Brazil,Y
16660,AeroWorld ,WER,sovet,Russia,Y
16702,Usa Sky Cargo,ES2,USKY,United States,Y
16707,Hankook Airline,HNX,HNX,South Korea,Y
16723,Sprintair,SRN,,Poland,Y
16725,Marusya Airways,MRS,snowball,Russia,Y
16726,Era Alaska,ERR,ERAH,United States,Y
16728,AirRussia,RRJ,russiancloud,Russia,Y
16735,Hankook Air US,HA1,,United States,Y
16794,Carpatair Flight Training,SMW,Smartwings,Romania,Y
16796,I-Fly,RSY,RUSSIAN SKY,Russia,Y
16826,Whitejets,WTJ,WHITEJET,Brazil,Y
16837,VickJet,VKJ,Vickjet,France,Y
16858,Hamburg Airways,HAY,,Germany,Y
16860,Salsa d\\'Haiti,SLC,SALSA,Haiti,Y
16868,Kan Air,KND,Kan Air,Thailand,Y
16881,Air Cudlua,CUD,Cudlua,United Kingdom,Y
16895,Air Explore,AXE,,Slovakia,Y
16901,12 North,N12,12N,India,Y
16919,Holidays Czech Airlines,HCC,,Czech Republic,Y
16921,Comtel Air,COE,,Austria,Y
16926,Mint Airways,MIC,,Spain,Y
16932,Orbit Airlines,OBT,Orbit,United States,Y
16939,Air Bucharest,BUR,,Romania,Y
16940,AlbaStar,LAV,,Spain,Y
16942,Mauritania Airlines International,MAI,,Mauritania,Y
16956,MAT Airways,MKD,,Macedonia,Y
16960,Asian Wings Airways,AWM,Asian Star,Burma,Y
16963,Air Arabia Egypt,RBG,,Egypt,Y
16967,Eagles Airlines,EGS,EAGLES,Italy,Y
16973,YES Airways,YEP,,Poland,Y
16983,Direct Aero Services,DSV,,Romania,Y
16985,Medallion Air,MDP,MEDALS,Romania,Y
17022,Orchid Airlines,ORC,,Australia,Y
17023,Asia Wings,AWA,,Kazakhstan,Y
17026,Georgian International Airlines,GNN,GEO-LINE,Georgia,Y
17027,Air Batumi,BTM,,Georgia,Y
17083,Nile Air,NIA,NILEBIRD,Egypt,Y
17086,Feeder Airlines,FDD,,Sudan,Y
17094,Senegal Airlines,SGG,,Senegal,Y
17115,Copenhagen Express,CX0,Copex,Denmark,Y
17408,BusinessAir,BCC,,Thailand,Y
17563,XOJET,XOJ,,United States,Y
17571,Sky Wing Pacific,CR7,,South Korea,Y
17572,Bateleur Air,BEU,,South Africa,Y
17574,Air Indus,AI0,AIPL,Pakistan,Y
17628,Orbit International Airlines,OAI,OA,United States,Y
17629,Orbit Regional Airlines,OAR,OA,United States,Y
17630,Orbit Atlantic Airways,OAN,,United States,Y
17658,Volotea,VOO,Volotea,Spain,Y
17694,Helitt Líneas Aéreas,HTH,,Spain,Y
17695,Russia State Transport,RSD,STATE AERO,Russia,Y
17726,Malaysia Wings,MWI,MWI,Malaysia,Y
17750,Aviabus,ABI,,Russia,Y
17780,Michael Airlines,MJG,MJG,Puerto Rico,Y
17786,Korongo Airlines,KGO,KORONGO,Congo (Kinshasa),Y
17794,Indonesia Sky,IDS,,Indonesia,Y
17841,Aws express,666,aws,United States,Y
17859,Southjet,SJS,,United States,Y
17860,Southjet connect,ZCS,,United States,Y
17862,Southjet cargo,XAN,,United States,Y
17881,Iberia Express,IBS,,Spain,Y
17890,Nordic Global Airlines,NGB,Nordic Global,Finland,Y
17891,Scoot,SCO,,Singapore,Y
17935,Zenith International Airline,ZNA,ZENITH,Thailand,Y
